Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.71817633026032,24.729272337596463,23.82167345251905,24.261049270629883,212818400
2015-01-05,24.03026922781979,24.110155750266824,23.391178741256763,23.577579498291016,257142000
2015-01-06,23.641927502270494,23.83942422525078,23.218085117057225,23.57979393005371,263188400
2015-01-07,23.78838352536704,24.01029009442088,23.677430240840117,23.910432815551758,160423600
2015-01-08,24.238863201274526,24.886830188273112,24.12125125912261,24.829133987426758,237458000
2015-01-09,25.002210386433102,25.13091659074848,24.456320480868424,24.85575294494629,214798000
2015-01-12,24.986684395122083,24.993341322659273,24.143440277820233,24.243297576904297,198603200
2015-01-13,24.727046682372265,25.0310592622604,24.16784292699338,24.458539962768555,268367600
2015-01-14,24.196699301934174,24.518463240404046,24.07686951776252,24.36534881591797,195826400
2015-01-15,24.409724521146927,24.423038374576155,23.668557334696477,23.70406150817871,240056000
2015-01-16,23.75066336426571,23.872712672689556,23.34457387588783,23.519880294799805,314053200
2015-01-20,23.93040774732097,24.18116329739943,23.63305370582818,24.125686645507812,199599600
2015-01-21,24.176718755318422,24.644941726946904,24.02582222854224,24.309864044189453,194303600
2015-01-22,24.467418963229353,24.95783228139106,24.347589211871192,24.942298889160156,215185600
2015-01-23,24.92011212490945,25.2418760211608,24.74924309298661,25.071008682250977,185859200
2015-01-26,25.23965151661796,25.377234192519005,25.03106050265451,25.097631454467773,222460000
2015-01-27,24.946736811155496,24.960052356934085,24.1944736556585,24.218883514404297,382274800
2015-01-28,26.102874113485754,26.211609572141104,25.588050842285156,25.588050842285156,585908400
2015-01-29,25.81217935125328,26.449051994201383,25.64352983698932,26.38469886779785,337745600
2015-01-30,26.27373889027836,26.62878907264439,25.929783020884912,25.99857521057129,334982000
2015-02-02,26.196069274325748,26.444603530304434,25.75891309377555,26.32477378845215,250956400
2015-02-03,26.29592777294408,26.42685183275398,26.09843106688366,26.329214096069336,207662800
2015-02-04,26.295928488591134,26.741961167377898,26.253765698617492,26.53114891052246,280598800
2015-02-05,26.738333684226184,26.78511946783196,26.566792043217205,26.72051239013672,168984800
2015-02-06,26.7383343948269,26.789575078393263,26.388566206073904,26.495502471923828,174826400
2015-02-09,26.410848126879227,26.698235861064884,26.384113633136508,26.6715030670166,155559200
2015-02-10,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000
2015-02-11,27.350985520323754,27.829967863004374,27.29083503993794,27.821056365966797,294247200
2015-02-12,28.08394617190155,28.40029844206424,27.974783282031957,28.173059463500977,297898000
2015-02-13,28.355735902773322,28.355735902773322,27.992601301237766,28.311180114746094,217088800
2015-02-17,28.402520788269594,28.712189812630196,28.27553491915968,28.478267669677734,252609600
2015-02-18,28.433718110378308,28.68991821942023,28.393617208965704,28.676551818847656,179566800
2015-02-19,28.623079149747365,28.74561013827924,28.58966315259746,28.616395950317383,149449600
2015-02-20,28.65426553296407,28.85031509399414,28.527281357761577,28.85031509399414,195793600
2015-02-23,28.9661658442121,29.630056381225586,28.885964051866292,29.630056381225586,283896400
2015-02-24,29.61668802549548,29.763725201645627,29.222362289234308,29.445144653320312,276912400
2015-02-25,29.30924481303132,29.318158010503875,28.549556199464845,28.692136764526367,298846800
2015-02-26,28.692142396043774,29.15553017329183,28.20647841951973,29.055278778076172,365150000
2015-02-27,28.961709005666517,29.08869659224438,28.56961324598533,28.61862564086914,248059200
2015-03-02,28.79462006881881,29.024085627977033,28.582977506411293,28.758974075317383,192386800
2015-03-03,28.730010742302316,28.85476830306888,28.536187803822017,28.819122314453125,151265200
2015-03-04,28.76120124206788,28.863679214055935,28.587431290097957,28.63644027709961,126665200
2015-03-05,28.645361768475727,28.683234369036235,28.017115460380552,28.161924362182617,226068400
2015-03-06,28.605253750386986,28.82135291218888,28.128501334221365,28.204246520996094,291368400
2015-03-09,28.507230185990295,28.865911616282308,27.861161011018062,28.324548721313477,354114000
2015-03-10,28.161917090893873,28.34237024672098,27.5804550335683,27.738630294799805,275426400
2015-03-11,27.792102038035754,27.796556937791422,27.203956687995984,27.23291778564453,275756000
2015-03-12,27.248513237592313,27.825520504346425,27.0970211462915,27.72526741027832,193450800
2015-03-13,27.714125288670893,27.936907643564236,27.308661470752785,27.53367042541504,207309200
2015-03-16,27.598273828459313,27.836650848388672,27.37326490383142,27.836650848388672,143497200
2015-03-17,28.048295357344912,28.364645854300864,27.992599775499386,28.30226707458496,204092400
2015-03-18,28.293355502345175,28.774566144065084,28.153003248357336,28.620845794677734,261083600
2015-03-19,28.683228773229263,28.794619952931125,28.38247292797314,28.40475082397461,183238000
2015-03-20,28.571843830416558,28.605259831865816,27.883447005443692,28.04830551147461,274780400
2015-03-23,28.32010123161581,28.48273144287978,28.18643042274221,28.340150833129883,150838800
2015-03-24,28.344601158711114,28.525052631476665,28.195335681803996,28.22429847717285,131369200
2015-03-25,28.190878095742303,28.253256880292685,27.48688507080078,27.48688507080078,206620800
2015-03-26,27.348766974004576,27.82106455820995,27.313120975357876,27.678483963012695,190291600
2015-03-27,27.75200422626257,27.780965327130325,27.382186316426004,27.457931518554688,158184800
2015-03-30,27.636158115965543,28.159696429592117,27.625018315798968,28.153013229370117,188398800
2015-03-31,28.090621982755593,28.179735250915893,27.705209520026553,27.72080421447754,168362400
2015-04-01,27.80769189126285,27.874527273814653,27.42450599064718,27.680706024169922,162485600
2015-04-02,27.854483171099858,27.972557571025973,27.667346771147866,27.919090270996094,128880400
2015-04-06,27.729721471345883,28.40698007047401,27.698532075965176,28.371334075927734,148776000
2015-04-07,28.43594583233963,28.54288043413627,28.06612792655855,28.072811126708984,140049200
2015-04-08,28.037158065458108,28.15968903634079,27.84111021174024,27.981462478637695,149316800
2015-04-09,28.037158217371275,28.19979007963362,27.772048378461868,28.19533348083496,129936000
2015-04-10,28.059435644720505,28.34014187505331,27.905716982616923,28.315635681152344,160752000
2015-04-13,28.59857918034329,28.643138385433204,28.206483331038566,28.259950637817383,145460400
2015-04-14,28.293354244800504,28.35796132066138,28.050522335245585,28.137407302856445,102098400
2015-04-15,28.16192203889392,28.322323927981227,28.072808745160057,28.24435043334961,115881600
2015-04-16,28.132961858508146,28.31564336279606,28.095089257548484,28.108455657958984,113476000
2015-04-17,27.970323644685543,28.101764410267815,27.727490008700773,27.792097091674805,207828000
2015-04-20,27.97478449339407,28.54287856501247,27.885671197935867,28.427032470703125,188217200
2015-04-21,28.538419330811536,28.56069552534772,28.219838814506353,28.27330780029297,129740400
2015-04-22,28.29112983550747,28.70996003695296,28.141866070596485,28.654264450073242,150618000
2015-04-23,28.582978558751968,29.055276092172793,28.547332563938166,28.8881893157959,183083600
2015-04-24,29.070873700949942,29.102063097864274,28.790165729331633,29.02408790588379,178103600
2015-04-27,29.47633496412973,29.659018140062884,29.21790659790736,29.552080154418945,387816800
2015-04-28,29.95531912275343,29.97313872098423,28.865913463725736,29.08646583557129,475696000
2015-04-29,28.99735012433859,29.31592723810783,28.582974836904967,28.658720016479492,253544400
2015-04-30,28.658730024322157,28.658730024322157,27.754233954023604,27.8812198638916,332781600
2015-05-01,28.09285571406123,28.99067006724177,27.91463084297233,28.727785110473633,234050400
2015-05-04,28.850322865076613,29.08870168184656,28.574071445522545,28.672096252441406,203953200
2015-05-05,28.549552642104565,28.616388017265567,28.021559637170594,28.026016235351562,197085600
2015-05-06,28.19533297646857,28.237662165826453,27.48243015393493,27.850021362304688,288564000
2015-05-07,27.91266298375682,28.205728097991734,27.744878277488812,28.02228355407715,175763600
2015-05-08,28.33996026055261,28.550251007080078,28.212443930737873,28.550251007080078,222201600
2015-05-11,28.49879126486547,28.536822055001224,28.105056012911106,28.259418487548828,168143200
2015-05-12,28.098341370043993,28.38469362395213,27.92384557199335,28.15874481201172,192640000
2015-05-13,28.22139269387944,28.45405439728077,28.158753332731887,28.190073013305664,138776800
2015-05-14,28.503265718886325,28.847782135009766,28.447337485428147,28.847782135009766,180814000
2015-05-15,28.874630662410322,28.968589687117905,28.682237398412347,28.80751609802246,152832000
2015-05-18,28.720265181968493,29.243752584935958,28.715789967854153,29.125185012817383,203531600
2015-05-19,29.237045738353743,29.279551744674187,29.00214646009091,29.098344802856445,178532800
2015-05-20,29.082681438338582,29.301919157992057,28.935030082544245,29.09610366821289,145819600
2015-05-21,29.09834312607731,29.447334758888204,29.044650792726216,29.39364242553711,158921600
2015-05-22,29.44062024901081,29.747105842608658,29.3958749362504,29.650907516479492,182384000
2015-05-26,29.66433621664276,29.7336866795476,28.885812753714266,28.997669219970703,282790400
2015-05-27,29.158749206595562,29.588277721697445,29.09387394390166,29.539060592651367,183332800
2015-05-28,29.49878580995542,29.51891915352305,29.3287652194039,29.48088836669922,122933200
2015-05-29,29.357845576562823,29.40706269211823,29.06030698291906,29.14531898498535,203538000
2015-06-01,29.145321353775305,29.39364285204603,29.093868333726718,29.2034854888916,128451200
2015-06-02,29.05135971882422,29.230330736254825,28.9305562448718,29.073732376098633,134670400
2015-06-03,29.23033257568488,29.292971923689176,29.060308562311693,29.109525680541992,123934000
2015-06-04,28.988721740865582,29.21243466979933,28.838834488110578,28.939504623413086,153800400
2015-06-05,28.97082754234685,29.013333549780093,28.71579491133615,28.780670166015625,142507200
2015-06-08,28.836601176310815,28.905955066130172,28.37351709209542,28.590518951416016,210699200
2015-06-09,28.34442721267711,28.653152144770022,28.102818548301414,28.50550079345703,224301600
2015-06-10,28.61735689322936,28.935028836397862,28.601697056785675,28.832122802734375,156349200
2015-06-11,28.899236062185924,29.122949003049126,28.742637686299396,28.76724624633789,141563600
